"GEO","National Occupational Classification","VALUE"
"Yukon","Medical radiation technologists [3215]","0"
"Yukon","Medical sonographers [3216]","0"
"Yukon","Cardiology technologists and electrophysiological diagnostic technologists, not elsewhere classified (n.e.c.) [3217]","0"
"Yukon","Other medical technologists and technicians (except dental health) [3219]","0"
"Yukon","Technical occupations in dental health care [322]","0"
"Yukon","Denturists [3221]","0"
"Yukon","Dental hygienists and dental therapists [3222]","0"
"Yukon","Dental technologists, technicians and laboratory assistants [3223]","0"
"Yukon","Other technical occupations in health care [323]","0"
"Yukon","Opticians [3231]","0"
"Yukon","Practitioners of natural healing [3232]","0"
"Yukon","Licensed practical nurses [3233]","0"
"Yukon","Paramedical occupations [3234]","0"
"Yukon","Massage therapists [3236]","0"
"Yukon","Other technical occupations in therapy and assessment [3237]","0"
"Yukon","Assisting occupations in support of health services [34]","0"
"Yukon","Assisting occupations in support of health services [341]","0"
"Yukon","Dental assistants [3411]","0"
"Yukon","Nurse aides, orderlies and patient service associates [3413]","0"
"Yukon","Other assisting occupations in support of health services [3414]","0"
"Yukon","Occupations in education, law and social, community and government services [4]","110"
"Yukon","Professional occupations in education services [40]","0"
"Yukon","University professors and post-secondary assistants [401]","0"
"Yukon","University professors and lecturers [4011]","0"
"Yukon","Post-secondary teaching and research assistants [4012]","0"
"Yukon","College and other vocational instructors [402]","0"
"Yukon","College and other vocational instructors [4021]","0"
"Yukon","Secondary and elementary school teachers and educational counsellors [403]","0"
"Yukon","Secondary school teachers [4031]","0"
"Yukon","Elementary school and kindergarten teachers [4032]","0"
"Yukon","Educational counsellors [4033]","0"
"Yukon","Professional occupations in law and social, community and government services [41]","0"
"Yukon","Judges, lawyers and Quebec notaries [411]","0"
"Yukon","Judges [4111]","0"
"Yukon","Lawyers and Quebec notaries [4112]","0"
"Yukon","Social and community service professionals [415]","0"
"Yukon","Psychologists [4151]","0"
"Yukon","Social workers [4152]","0"
"Yukon","Family, marriage and other related counsellors [4153]","0"
"Yukon","Professional occupations in religion [4154]","0"
"Yukon","Probation and parole officers and related occupations [4155]","0"
"Yukon","Employment counsellors [4156]","0"
"Yukon","Policy and program researchers, consultants and officers [416]","0"
"Yukon","Natural and applied science policy researchers, consultants and program officers [4161]","0"
"Yukon","Economists and economic policy researchers and analysts [4162]","0"
"Yukon","Business development officers and marketing researchers and consultants [4163]","0"
"Yukon","Social policy researchers, consultants and program officers [4164]","10"
"Yukon","Health policy researchers, consultants and program officers [4165]","0"
"Yukon","Education policy researchers, consultants and program officers [4166]","0"
"Yukon","Recreation, sports and fitness policy researchers, consultants and program officers [4167]","0"
"Yukon","Program officers unique to government [4168]","0"
"Yukon","Other professional occupations in social science, not elsewhere classified (n.e.c.) [4169]","0"
"Yukon","Paraprofessional occupations in legal, social, community and education services [42]","50"
"Yukon","Paraprofessional occupations in legal, social, community and education services [421]","50"
"Yukon","Paralegal and related occupations [4211]","0"
"Yukon","Social and community service workers [4212]","0"
"Yukon","Early childhood educators and assistants [4214]","0"
"Yukon","Instructors of persons with disabilities [4215]","0"
"Yukon","Other instructors [4216]","0"
"Yukon","Other religious occupations [4217]","0"
"Yukon","Occupations in front-line public protection services [43]","0"
"Yukon","Occupations in front-line public protection services [431]","0"
"Yukon","Police officers (except commissioned) [4311]","0"
"Yukon","Firefighters [4312]","0"
"Yukon","Non-commissioned ranks of the Canadian Armed Forces [4313]","0"
"Yukon","Care providers and educational, legal and public protection support occupations [44]","0"
"Yukon","Home care providers and educational support occupations [441]","0"
"Yukon","Home child care providers [4411]","0"
"Yukon","Home support workers, housekeepers and related occupations [4412]","0"
"Yukon","Elementary and secondary school teacher assistants [4413]","0"
"Yukon","Legal and public protection support occupations [442]","0"
"Yukon","Sheriffs and bailiffs [4421]","0"
"Yukon","Correctional service officers [4422]","0"
"Yukon","By-law enforcement and other regulatory officers, not elsewhere classified (n.e.c.) [4423]","0"
"Yukon","Occupations in art, culture, recreation and sport [5]","0"
"Yukon","Professional occupations in art and culture [51]","0"
"Yukon","Librarians, archivists, conservators and curators [511]","0"
"Yukon","Librarians [5111]","0"
"Yukon","Conservators and curators [5112]","0"
"Yukon","Archivists [5113]","0"
"Yukon","Writing, translating and related communications professionals [512]","0"
"Yukon","Authors and writers [5121]","0"
"Yukon","Editors [5122]","0"
"Yukon","Journalists [5123]","0"
"Yukon","Translators, terminologists and interpreters [5125]","0"
"Yukon","Creative and performing artists [513]","0"
"Yukon","Producers, directors, choreographers and related occupations [5131]","0"
"Yukon","Conductors, composers and arrangers [5132]","0"
"Yukon","Musicians and singers [5133]","0"
"Yukon","Dancers [5134]","0"
"Yukon","Actors and comedians [5135]","0"
"Yukon","Painters, sculptors and other visual artists [5136]","0"
"Yukon","Technical occupations in art, culture, recreation and sport [52]","0"
"Yukon","Technical occupations in libraries, public archives, museums and art galleries [521]","0"
"Yukon","Library and public archive technicians [5211]","0"
"Yukon","Technical occupations related to museums and art galleries [5212]","0"
"Yukon","Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts [522]","0"
"Yukon","Photographers [5221]","0"
"Yukon","Film and video camera operators [5222]","0"
"Yukon","Graphic arts technicians [5223]","0"
"Yukon","Broadcast technicians [5224]","0"
"Yukon","Audio and video recording technicians [5225]","0"
"Yukon","Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts [5226]","0"
"Yukon","Support occupations in motion pictures, broadcasting, photography and the performing arts [5227]","0"
"Yukon","Announcers and other performers, not elsewhere classified (n.e.c.) [523]","0"
"Yukon","Announcers and other broadcasters [5231]","0"
"Yukon","Other performers, not elsewhere classified (n.e.c.) [5232]","0"
"Yukon","Creative designers and craftspersons [524]","0"
"Yukon","Graphic designers and illustrators [5241]","0"
"Yukon","Interior designers and interior decorators [5242]","0"
"Yukon","Theatre, fashion, exhibit and other creative designers [5243]","0"
"Yukon","Artisans and craftspersons [5244]","0"
"Yukon","Patternmakers - textile, leather and fur products [5245]","0"
"Yukon","Athletes, coaches, referees and related occupations [525]","0"
"Yukon","Athletes [5251]","0"
"Yukon","Coaches [5252]","0"
"Yukon","Sports officials and referees [5253]","0"
"Yukon","Program leaders and instructors in recreation, sport and fitness [5254]","0"
"Yukon","Sales and service occupations [6]","410"
"Yukon","Retail sales supervisors and specialized sales occupations [62]","0"
"Yukon","Retail sales supervisors [621]","0"
"Yukon","Retail sales supervisors [6211]","0"
"Yukon","Technical sales specialists in wholesale trade and retail and wholesale buyers [622]","0"
"Yukon","Technical sales specialists - wholesale trade [6221]","0"
"Yukon","Retail and wholesale buyers [6222]","0"
"Yukon","Insurance, real estate and financial sales occupations [623]","0"
"Yukon","Insurance agents and brokers [6231]","0"
"Yukon","Real estate agents and salespersons [6232]","0"
"Yukon","Financial sales representatives [6235]","0"
"Yukon","Service supervisors and specialized service occupations [63]","0"
"Yukon","Service supervisors [631]","0"
"Yukon","Food service supervisors [6311]","0"
"Yukon","Executive housekeepers [6312]","0"
"Yukon","Accommodation, travel, tourism and related services supervisors [6313]","0"
"Yukon","Customer and information services supervisors [6314]","0"
"Yukon","Cleaning supervisors [6315]","0"
"Yukon","Other services supervisors [6316]","0"
